,Gender,System administrator,Student,Game or graphics developer,Designer,Embedded applications or devices developer,Marketing or sales professional,Back-end developer,Data scientist or machine learning specialist,Data or business analyst,Full-stack developer,DevOps specialist,"C-suite executive (CEO, CTO, etc.)",Engineering manager,Mobile developer,Product manager,Database administrator,QA or test developer,Front-end developer,Educator or academic researcher,Desktop or enterprise applications developer
77895,Male,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
77897,Male,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
77898,Male,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,1,0,1,0,0
77899,Male,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
77900,Male,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
77901,Male,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
77902,Male,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0
77903,Male,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
77904,Male,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
77905,Male,0,0,0,1,0,0,1,1,0,1,0,1,1,1,0,1,0,1,0,0
77906,Male,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,1
77907,Male,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0
77909,Male,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0
77910,Male,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
77912,Male,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
77913,Male,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
77916,Male,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
77921,Male,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
77922,Female,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,1,1,0
77923,Male,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0
77927,Male,1,1,0,0,0,0,1,1,1,0,1,0,0,0,0,1,1,0,0,1
77929,Male,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0
77931,Male,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0
77932,Male,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
77933,Male,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0
77936,Male,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
77937,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
77938,Male,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
77940,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
77941,Male,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1
77942,Male,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
77943,Male,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
77944,Male,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
77945,Male,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1
77946,Male,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0
77947,Male,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
77949,Male,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
77950,Male,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
77951,Male,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0
77952,Male,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
77953,Male,0,1,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0
77954,Male,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0
77958,Male,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0
77959,Male,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
77960,Male,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
77961,Male,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,1,0,0
77962,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
77963,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
77964,Male,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
77965,Male,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
77966,Male,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,1
77968,Male,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
77970,Male,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0
77971,Male,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1
77972,Male,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
77973,Male,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
77974,Male,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
77975,Male,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
77976,Male,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
77978,Male,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
77979,Male,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
77980,Male,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
77981,Male,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,1,0,1,0,1
77983,Female,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0
77984,Male,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
77985,Male,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0
77987,Male,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1
77989,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
77990,Male,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0
77992,Male,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
77993,Male,1,0,1,1,0,0,1,0,0,1,0,0,0,1,0,1,1,1,0,1
77994,Male,0,0,0,0,0,0,1,0,0,1,1,1,1,0,1,0,0,1,0,0
77995,Male,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1
77996,Male,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
77997,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
77998,Male,0,0,0,0,0,0,1,0,1,1,1,0,1,0,1,1,0,1,0,1
77999,Male,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1
78000,Male,1,0,0,0,1,0,1,0,0,1,0,1,0,1,1,1,1,1,0,1
78003,Male,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0
78004,Male,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
78005,Male,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
78006,Male,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
78007,Male,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78008,Male,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0
78009,Male,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
78010,Male,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
78011,Male,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1
78012,Male,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0
78013,Male,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
78014,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
78015,Female,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
78016,Male,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
78017,Male,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1
78019,Male,1,1,0,1,0,1,1,0,1,1,0,0,0,1,1,1,0,1,0,0
78020,Male,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0
78021,Male,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
78022,Male,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0
78023,Male,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
78025,Female,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0
78027,Male,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
78028,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
78029,Male,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1
78030,Male,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0
78032,Male,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0
78033,Male,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
78035,Male,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0
78036,Male,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1
78037,Male,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0
78038,Male,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
78040,Male,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
78042,Male,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0
78043,Male,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0
78045,Male,1,0,1,1,0,0,1,1,0,1,0,1,1,1,0,1,0,1,0,1
78046,Male,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0
78047,Male,0,0,0,0,0,0,1,0,0,1,0,1,1,1,0,0,0,1,0,0
78051,Male,0,0,0,1,0,0,1,0,0,1,1,1,0,1,1,1,0,1,0,0
78052,Male,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0
78053,Male,1,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,1
78054,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
78056,Male,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
78057,Male,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1
78058,Male,0,0,1,0,1,1,1,0,0,1,0,0,1,1,1,1,1,1,0,1
78060,Male,1,0,0,0,0,1,1,0,0,1,1,1,0,1,1,1,0,1,0,1
78061,Male,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
78062,Male,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
78063,Male,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0
78065,Male,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
78066,Male,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,1
78067,Male,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,1,0,1,0,0
78072,Male,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
78073,Male,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
78074,Male,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
78076,Male,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
78077,Male,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
78078,Male,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0
78080,Male,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
78082,Male,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
78083,Male,1,1,1,1,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,1
78084,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
78085,Male,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
78086,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
78087,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
78088,Male,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,1
78089,Male,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0
78091,Female,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
78092,Male,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
78093,Male,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
78094,Male,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0
78095,Male,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
78096,Male,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
78097,Male,1,0,0,0,1,1,1,0,1,1,0,1,0,1,1,1,0,1,0,0
78099,Male,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0
78100,Male,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,1,1,1
78104,Male,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
78105,Male,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
78106,Male,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,1,0,0
78107,Female,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
78110,Male,1,0,0,1,0,0,1,0,0,1,0,0,0,1,1,1,0,1,0,0
78111,Male,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
78112,Male,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
78113,Male,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0
78114,Male,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0
78115,Male,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
78116,Male,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0
78117,Male,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
78118,Female,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0
78119,Male,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
78120,Male,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
78121,Male,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
78122,Male,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
78123,Male,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
78124,Male,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
78126,Male,1,0,0,1,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0
78127,Male,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
78128,Male,0,1,0,1,1,0,1,1,0,1,0,0,0,1,0,0,0,1,1,0
78129,Male,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
78130,Male,1,0,0,1,0,0,1,0,0,1,1,1,0,0,1,1,0,1,0,0
78132,Male,0,0,0,0,0,1,0,0,1,1,0,1,1,1,1,1,0,0,0,0
78133,Male,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,1,1,0
78134,Male,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
78137,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
78138,Male,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
78139,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
78141,Male,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0
78142,Male,1,0,0,1,0,0,1,0,0,1,1,1,1,1,1,1,0,1,0,1
78144,Male,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
78145,Male,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,1,0,0,1
78147,Male,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
78148,Male,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
78149,Male,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1
78150,Male,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
78151,Male,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
78153,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
78154,Male,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0
78155,Male,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0
78156,Male,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1
78158,Male,1,0,0,1,1,0,1,0,0,1,1,1,0,0,0,1,0,1,0,0
78160,Male,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1
78161,Male,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
78162,Male,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
78163,Male,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
78164,Male,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1
78165,Male,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0
78167,Female,1,0,0,0,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0
78169,Male,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0
78170,Male,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,1
78171,Male,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
78173,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
78174,Male,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
78175,Male,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
78177,Male,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0
78178,Male,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1
78179,Male,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1
78182,Male,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
78183,Male,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0
78184,Female,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
78185,Male,1,0,0,0,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,1
78186,Male,1,0,0,0,1,0,1,0,0,1,0,1,1,1,0,1,0,0,0,0
78189,Male,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78190,Male,0,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
78192,Male,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,1
78193,Male,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78194,Male,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
78195,Male,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
78196,Male,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
78198,Male,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
78199,Male,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
78200,Male,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
78201,Male,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
78202,Male,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
78203,Male,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
78204,Male,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1
78207,Male,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
78209,Male,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0
78210,Male,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
78211,Male,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
78213,Male,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
78214,Male,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
78215,Male,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0
78216,Male,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1
78217,Male,1,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0
78218,Male,0,1,1,0,1,0,1,0,1,1,0,1,0,0,0,0,0,1,1,1
78219,Male,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
78220,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
78221,Male,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1
78222,Male,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
78223,Male,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
78225,Male,1,0,0,1,1,0,1,0,1,1,0,0,1,1,1,1,0,1,0,1
78226,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
78227,Male,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0
78230,Male,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1
78232,Male,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1
78234,Male,1,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0
78235,Male,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0
78240,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
78241,Male,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
78242,Male,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
78243,Male,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
78244,Male,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
78245,Male,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
78246,Male,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1
78247,Male,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
78248,Male,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0
78249,Male,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
78250,Male,0,0,1,1,0,1,0,1,1,0,0,1,0,1,1,0,0,0,0,0
78251,Male,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0
78254,Male,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
78255,Male,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
78256,Male,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0
78258,Male,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0
78259,Female,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
78260,Male,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
78261,Male,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
78262,Male,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
78263,Male,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
78264,Male,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0
78265,Male,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
78266,Male,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1
78269,Male,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
78270,Male,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
78272,Male,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
78274,Male,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
78275,Male,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
78277,Male,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,1,0,1
78278,Male,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0
78279,Male,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
78280,Female,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
78281,Male,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
78282,Male,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
78283,Male,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0
78284,Male,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
78285,Male,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0
78286,Male,0,0,0,1,0,0,1,0,1,1,1,0,0,0,0,0,0,1,0,0
78287,Male,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
78288,Male,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0
78289,Male,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
78290,Male,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,1
78291,Male,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
78292,Male,1,0,0,1,0,0,1,0,1,1,0,1,0,1,0,1,1,1,0,0
78294,Male,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
